QuizName,QuizClass,FirstName,LastName,StudentID,CustomID,Earned Points,Possible Points,PercentCorrect,QuizCreated,DataExported,Key Version,Stu1,PriKey1,Points1,Mark1,Stu2,PriKey2,Points2,Mark2,Stu3,PriKey3,Points3,Mark3,Stu4,PriKey4,Points4,Mark4,Stu5,PriKey5,Points5,Mark5,Stu6,PriKey6,Points6,Mark6,Stu7,PriKey7,Points7,Mark7,Stu8,PriKey8,Points8,Mark8,Stu9,PriKey9,Points9,Mark9,Stu10,PriKey10,Points10,Mark10,Stu11,PriKey11,Points11,Mark11,Stu12,PriKey12,Points12,Mark12,Stu13,PriKey13,Points13,Mark13,Stu14,PriKey14,Points14,Mark14,Stu15,PriKey15,Points15,Mark15,Stu16,PriKey16,Points16,Mark16,Stu17,PriKey17,Points17,Mark17,Stu18,PriKey18,Points18,Mark18,Stu19,PriKey19,Points19,Mark19,Stu20,PriKey20,Points20,Mark20,Stu21,PriKey21,Points21,Mark21,Stu22,PriKey22,Points22,Mark22,Stu23,PriKey23,Points23,Mark23,Stu24,PriKey24,Points24,Mark24,Stu25,PriKey25,Points25,Mark25,Stu26,PriKey26,Points26,Mark26,Stu27,PriKey27,Points27,Mark27,Stu28,PriKey28,Points28,Mark28,Stu29,PriKey29,Points29,Mark29,Stu30,PriKey30,Points30,Mark30
Unit 4 Test,5th Period,Nancy,Thomas,76147,,27,30,90,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,B,B,1,C,D,C,0,X,D,B,0,X,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AD,AD,1,C,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,2nd Period,Alan,Carter,45408,,26,30,86.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,D,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,B,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,A,B,0,X,C,C,1,C,D,B,0,X,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AD,AD,1,C,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,2nd Period,Julia,Davis,41269,,28,30,93.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,C,B,0,X,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,,A,1,C,B,B,1,C,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,5th Period,Julie,Stewart,28890,,22,30,73.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,C,A,0,X,C,C,1,C,B,B,1,C,D,D,1,C,A,D,0,X,B,C,0,X,B,B,1,C,B,B,1,C,C,A,0,X,A,A,1,C,C,B,0,X,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,D,C,0,X,B,B,1,C,D,C,0,X,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,5th Period,Jane,Barnes,93703,,27,30,90,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,D,D,1,C,D,D,1,C,C,A,0,X,D,D,1,C,,B,1,C,AD,B,0,X,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BD,BC,0,X,CD,CD,1,C,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,2nd Period,Virginia,Garcia,76703,,26,30,86.67,10/8/2019 0:00,10/10/2019 15:23,1,B,D,0,X,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,D,D,1,C,D,D,1,C,A,A,1,C,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,C,B,0,X,C,B,0,X,D,D,1,C,B,B,1,C,AC,BC,0,X,CD,CD,1,C,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,5th Period,Richard,Watson,54021,,24,30,80,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,C,B,0,X,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,A,C,0,X,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,A,B,0,X,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,A,C,0,X,B,B,1,C,C,C,1,C,CD,BD,0,X,AB,BC,0,X,AD,AD,1,C,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,6th Period,Linda,Phillips,65999,,18,30,60,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,B,A,0,X,B,B,1,C,D,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,B,A,0,X,A,A,1,C,C,B,0,X,D,C,0,X,D,B,0,X,B,D,0,X,B,B,1,C,D,C,0,X,B,B,1,C,A,C,0,X,AD,BD,0,X,BC,BC,1,C,AD,AD,1,C,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,2nd Period,Philip,Ross,73529,,20,30,66.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,B,A,0,X,B,B,1,C,D,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,D,B,0,X,C,D,0,X,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,A,B,0,X,D,C,0,X,C,B,0,X,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,BD,AD,0,X,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,2nd Period,Edward,Martinez,83578,,22,30,73.33,10/8/2019 0:00,10/10/2019 15:23,2,C,B,0,X,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,A,0,X,C,C,1,C,B,B,1,C,B,D,0,X,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,B,A,0,X,A,A,1,C,B,B,1,C,C,C,1,C,B,B,1,C,D,D,1,C,C,B,0,X,C,C,1,C,B,B,1,C,C,C,1,C,AD,BD,0,X,BC,BC,1,C,AD,AD,1,C,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,6th Period,Albert,Gray,78690,,29,30,96.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,B,B,1,C,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,6th Period,Paula,Flores,46512,,19,30,63.33,10/8/2019 0:00,10/10/2019 15:23,1,C,D,0,X,B,B,1,C,,C,0,X,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,D,A,0,X,C,D,0,X,A,D,0,X,A,A,1,C,D,D,1,C,A,B,0,X,B,B,1,C,C,C,1,C,C,C,1,C,C,B,0,X,A,B,0,X,D,D,1,C,C,B,0,X,BD,BC,0,X,BC,CD,0,X,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,6th Period,Betty,Cooper,21321,,16,30,53.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,A,B,0,X,C,C,1,C,A,A,1,C,C,B,0,X,A,A,1,C,C,C,1,C,D,A,0,X,C,C,1,C,B,B,1,C,B,D,0,X,D,D,1,C,A,C,0,X,D,B,0,X,B,B,1,C,B,A,0,X,A,A,1,C,B,B,1,C,C,C,1,C,D,B,0,X,A,D,0,X,B,B,1,C,D,C,0,X,C,B,0,X,C,C,1,C,AC,BD,0,X,AD,BC,0,X,BD,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,2nd Period,Harold,Smith,32486,,27,30,90,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,D,C,0,X,B,B,1,C,B,B,1,C,B,A,0,X,A,A,1,C,B,B,1,C,D,C,0,X,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AD,AD,1,C,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,5th Period,Martin,Wood,11193,,24,30,80,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,B,C,0,X,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,B,B,1,C,C,C,1,C,C,B,0,X,D,D,1,C,B,B,1,C,D,C,0,X,B,B,1,C,A,C,0,X,BD,BD,1,C,BC,BC,1,C,BD,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,2nd Period,Carl,Hill,20953,,22,30,73.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,B,D,0,X,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,B,B,1,C,C,C,1,C,D,B,0,X,D,D,1,C,B,B,1,C,D,C,0,X,B,B,1,C,C,C,1,C,CD,BD,0,X,AC,BC,0,X,BD,AD,0,X,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,2nd Period,Carlos,Lewis,91953,,10,30,33.33,10/8/2019 0:00,10/10/2019 15:23,1,A,D,0,X,B,B,1,C,C,C,1,C,A,A,1,C,C,D,0,X,C,A,0,X,D,B,0,X,C,A,0,X,A,C,0,X,B,D,0,X,C,C,1,C,B,A,0,X,A,A,1,C,C,D,0,X,A,D,0,X,C,A,0,X,D,D,1,C,D,B,0,X,C,B,0,X,C,C,1,C,C,C,1,C,C,B,0,X,D,B,0,X,D,D,1,C,B,B,1,C,AC,BC,0,X,AB,CD,0,X,AD,BD,0,X,AD,AC,0,X,BC,AC,0,X
Unit 4 Test,6th Period,Wayne,Washington,64187,,26,30,86.67,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,A,D,0,X,D,D,1,C,C,A,0,X,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BD,BC,0,X,CD,CD,1,C,AD,BD,0,X,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,5th Period,Melissa,Wilson,45312,,21,30,70,10/8/2019 0:00,10/10/2019 15:23,1,B,D,0,X,D,B,0,X,D,C,0,X,A,A,1,C,D,D,1,C,B,A,0,X,B,B,1,C,A,A,1,C,B,C,0,X,C,D,0,X,C,C,1,C,A,A,1,C,A,A,1,C,C,D,0,X,D,D,1,C,A,A,1,C,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,B,B,1,C,A,B,0,X,D,D,1,C,B,B,1,C,AD,BC,0,X,CD,CD,1,C,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,5th Period,Theresa,Allen,90704,,29,30,96.67,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,D,A,0,X,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,D,D,1,C,D,D,1,C,A,A,1,C,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BC,BC,1,C,CD,CD,1,C,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,6th Period,Jeremy,Martin,83651,,17,30,56.67,10/8/2019 0:00,10/10/2019 15:23,2,A,B,0,X,B,B,1,C,C,C,1,C,A,A,1,C,C,B,0,X,A,A,1,C,C,C,1,C,D,A,0,X,C,C,1,C,B,B,1,C,D,D,1,C,C,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,C,A,0,X,A,A,1,C,C,B,0,X,D,C,0,X,B,B,1,C,A,D,0,X,B,B,1,C,B,C,0,X,A,B,0,X,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AD,AB,0,X,BC,BD,0,X
Unit 4 Test,6th Period,Michael,Reed,82788,,20,30,66.67,10/8/2019 0:00,10/10/2019 15:23,1,C,D,0,X,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,D,A,0,X,D,A,0,X,A,D,0,X,A,D,0,X,A,A,1,C,C,D,0,X,B,B,1,C,A,B,0,X,C,C,1,C,C,C,1,C,B,B,1,C,A,B,0,X,D,D,1,C,B,B,1,C,BC,BC,1,C,BC,CD,0,X,BD,BD,1,C,AD,AC,0,X,AC,AC,1,C
Unit 4 Test,6th Period,Heather,Sanchez,21482,,17,30,56.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,D,B,0,X,C,C,1,C,D,A,0,X,B,B,1,C,A,A,1,C,D,C,0,X,A,A,1,C,C,C,1,C,D,B,0,X,C,D,0,X,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,B,A,0,X,B,B,1,C,C,C,1,C,C,B,0,X,D,D,1,C,A,B,0,X,C,C,1,C,A,B,0,X,C,C,1,C,BD,BD,1,C,AC,BC,0,X,CD,AD,0,X,AB,AB,1,C,CD,BD,0,X
Unit 4 Test,6th Period,John,Mitchell,57317,,26,30,86.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,D,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,B,B,1,C,C,C,1,C,C,B,0,X,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,A,C,0,X,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AB,AB,1,C,BD,BD,1,C
Unit 4 Test,5th Period,Mildred,Bell,30039,,22,30,73.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,A,0,X,C,C,1,C,D,B,0,X,C,D,0,X,B,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,A,A,1,C,C,B,0,X,C,C,1,C,D,B,0,X,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,,C,0,X,BD,BD,1,C,BC,BC,1,C,AD,AD,1,C,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,2nd Period,Christopher,Rogers,36311,,29,30,96.67,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,A,D,0,X,D,D,1,C,A,A,1,C,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BC,BC,1,C,CD,CD,1,C,BD,BD,1,C,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,2nd Period,Jack,Taylor,17251,,17,30,56.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,A,B,0,X,C,C,1,C,D,A,0,X,B,B,1,C,C,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,B,D,0,X,C,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,B,A,0,X,B,A,0,X,B,B,1,C,D,C,0,X,B,B,1,C,D,D,1,C,B,B,1,C,A,C,0,X,B,B,1,C,A,C,0,X,AC,BD,0,X,BC,BC,1,C,BD,AD,0,X,BD,AB,0,X,BD,BD,1,C
Unit 4 Test,5th Period,Dennis,Griffin,62422,,28,30,93.33,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,D,D,1,C,D,D,1,C,C,C,1,C,B,B,1,C,B,B,1,C,,A,1,C,A,A,1,C,B,B,1,C,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,CD,BD,0,X,BC,BC,1,C,AD,AD,1,C,AD,AB,0,X,BD,BD,1,C
Unit 4 Test,2nd Period,Janet,Ward,34311,,24,30,80,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,B,A,0,X,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,B,A,0,X,A,A,1,C,A,D,0,X,D,D,1,C,C,A,0,X,D,D,1,C,B,B,1,C,A,B,0,X,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BC,BC,1,C,CD,CD,1,C,AB,BD,0,X,AC,AC,1,C,AC,AC,1,C
Unit 4 Test,5th Period,Joe,Anderson,50370,,24,30,80,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,D,A,0,X,C,C,1,C,A,A,1,C,C,C,1,C,D,B,0,X,D,D,1,C,D,D,1,C,C,C,1,C,D,B,0,X,B,B,1,C,A,A,1,C,B,A,0,X,C,B,0,X,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AD,AD,1,C,AB,AB,1,C,BC,BD,0,X
Unit 4 Test,6th Period,Debra,Campbell,79096,,28,30,93.33,10/8/2019 0:00,10/10/2019 15:23,1,D,D,1,C,B,B,1,C,C,C,1,C,A,A,1,C,D,D,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,D,D,1,C,C,C,1,C,A,A,1,C,A,A,1,C,A,D,0,X,D,D,1,C,A,A,1,C,D,D,1,C,B,B,1,C,B,B,1,C,C,C,1,C,C,C,1,C,B,B,1,C,B,B,1,C,D,D,1,C,B,B,1,C,BC,BC,1,C,CD,CD,1,C,BD,BD,1,C,AD,AC,0,X,AC,AC,1,C
Unit 4 Test,2nd Period,Katherine,Kelly,99642,,26,30,86.67,10/8/2019 0:00,10/10/2019 15:23,2,B,B,1,C,B,B,1,C,C,C,1,C,A,A,1,C,B,B,1,C,A,A,1,C,C,C,1,C,A,A,1,C,C,C,1,C,B,B,1,C,C,D,0,X,A,D,0,X,C,C,1,C,B,B,1,C,B,B,1,C,A,A,1,C,AD,A,1,C,BC,B,0,X,C,C,1,C,B,B,1,C,D,D,1,C,B,B,1,C,C,C,1,C,B,B,1,C,C,C,1,C,BD,BD,1,C,BC,BC,1,C,AC,AD,0,X,AB,AB,1,C,BD,BD,1,C
